时间戳,帧计数器,游戏时间,挂载对象位置X,挂载对象位置Y,挂载对象位置Z,挂载对象旋转X,挂载对象旋转Y,挂载对象旋转Z,目标对象1旋转X,目标对象1旋转Y,目标对象1旋转Z,注视原点X,注视原点Y,注视原点Z,注视方向X,注视方向Y,注视方向Z,碰撞点X,碰撞点Y,碰撞点Z,碰撞物体名称,左瞳孔直径,右瞳孔直径,左瞳孔X,左瞳孔Y,右瞳孔X,右瞳孔Y,左眼睁眼度,右眼睁眼度,眼动追踪状态,
06:45.5,3333,44.8374,3.349854,1.228474,185.6833,351.987,353.1704,3.11485,0,0,0,3.347097,1.235556,185.6956,-0.25144,-0.189301,0.94918,1.706009,0.00003,191.8906,Road,0,0,0.5,0.5,0.5,0.5,0.999998,0.999987,Valid,#NAME?
06:45.5,3334,44.869,3.349272,1.228367,185.6842,352.0138,353.198,3.123351,0,0,0,3.34652,1.235443,185.6965,-0.268892,-0.194659,0.943295,1.639989,0.00003,191.6831,Road,0,0,0.5,0.5,0.5,0.5,0.999999,0.99999,Valid,#NAME?
06:45.5,3335,44.8877,3.348801,1.228215,185.6852,352.028,353.249,3.153274,0,0,0,3.346058,1.235288,185.6974,-0.332337,-0.081988,0.939591,-1.661029,0.000032,199.8536,Road,0,0,0.5,0.5,0.5,0.5,0.999999,0.99999,Valid,#NAME?
06:45.5,3336,44.9,3.348657,1.228145,185.6855,352.0754,353.2823,3.149422,0,0,0,3.345921,1.235207,185.6978,-0.353022,0.063593,0.933452,-4.363524,2.623972,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.879993,0.511995,Valid,#NAME?
06:45.5,3337,44.9247,3.348321,1.227914,185.6863,352.2206,353.3893,3.107509,0,0,0,3.34561,1.234946,185.6986,-0.378219,0.092743,0.921059,-5.02491,3.287475,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.849574,0.262141,Valid,#NAME?
06:45.6,3338,44.9538,3.347986,1.227608,185.6872,352.3518,353.5126,3.113625,0,0,0,3.345299,1.234611,185.6995,-0.368887,0.123175,0.921277,-4.816401,3.959875,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.890684,0.438431,Valid,#NAME?
06:45.6,3339,44.9782,3.347882,1.227391,185.6879,352.3965,353.603,3.214607,0,0,0,3.345204,1.234382,185.7002,-0.299228,0.012788,0.954096,-3.04733,1.507571,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.912547,0.690416,Valid,#NAME?
06:45.6,3340,45.0031,3.347843,1.227365,185.6885,352.4084,353.7364,3.273263,0,0,0,3.345188,1.234351,185.7009,-0.23687,-0.073581,0.968751,-0.628308,0.000032,201.9517,Road,0,0,0.5,0.5,0.5,0.5,0.912547,0.752333,Valid,#NAME?
06:45.7,3341,45.0346,3.347846,1.227269,185.6891,352.4885,353.9137,3.205571,0,0,0,3.345234,1.23424,185.7014,-0.188583,-0.123358,0.974279,1.458445,0.000031,195.4492,Road,0,0,0.5,0.5,0.5,0.5,0.964179,0.801866,Valid,#NAME?
06:45.7,3342,45.0845,3.347948,1.226814,185.6898,352.6689,354.2556,3.261031,0,0,0,3.345404,1.233744,185.7022,-0.149218,-0.168005,0.974427,2.249645,0.00003,192.8577,Road,0,0,0.5,0.5,0.5,0.5,0.992488,0.958448,Valid,#NAME?
06:45.7,3343,45.0964,3.348008,1.226769,185.69,352.7072,354.2957,3.314884,0,0,0,3.345467,1.233689,185.7023,-0.147903,-0.170085,0.974267,2.272695,0.00003,192.7689,Road,0,0,0.5,0.5,0.5,0.5,0.995192,0.973407,Valid,#NAME?
06:45.7,3344,45.12,3.348164,1.226659,185.6901,352.7441,354.4209,3.300864,0,0,0,3.34565,1.233572,185.7025,-0.142464,-0.17575,0.974072,2.345733,0.00003,192.5393,Road,0,0,0.5,0.5,0.5,0.5,0.998031,0.989108,Valid,#NAME?
06:45.8,3345,45.1431,3.348332,1.226619,185.6903,352.7401,354.5188,3.262197,0,0,0,3.345843,1.233533,185.7027,-0.137039,-0.179194,0.974223,2.402516,0.00003,192.4088,Road,0,0,0.5,0.5,0.5,0.5,0.998425,0.991286,Valid,#NAME?
06:45.8,3346,45.1681,3.34847,1.226638,185.6904,352.7417,354.6109,3.242181,0,0,0,3.346003,1.233552,185.7028,-0.130981,-0.181953,0.974545,2.458039,0.00003,192.3095,Road,0,0,0.5,0.5,0.5,0.5,0.999355,0.996431,Valid,#NAME?
06:45.8,3347,45.1991,3.348627,1.226557,185.6904,352.7484,354.6839,3.229346,0,0,0,3.346176,1.23347,185.7029,-0.127136,-0.183668,0.974732,2.492382,0.00003,192.2487,Road,0,0,0.5,0.5,0.5,0.5,0.99967,0.998173,Valid,#NAME?
06:45.8,3348,45.2194,3.348777,1.226561,185.6905,352.8051,354.7294,3.165272,0,0,0,3.346341,1.233462,185.7029,-0.124906,-0.188002,0.974194,2.526861,0.00003,192.0943,Road,0,0,0.5,0.5,0.5,0.5,0.999831,0.99883,Valid,#NAME?
06:45.9,3349,45.2465,3.348907,1.226567,185.6905,352.8283,354.7646,3.063964,0,0,0,3.346489,1.233466,185.7029,-0.149868,-0.172434,0.973553,2.27447,0.00003,192.6668,Road,0,0,0.5,0.5,0.5,0.5,0.999892,0.99883,Valid,#NAME?
06:45.9,3350,45.2726,3.348972,1.22669,185.6906,352.7905,354.7774,2.920884,0,0,0,3.34657,1.233601,185.703,-0.216827,-0.102565,0.970807,0.738749,0.000031,197.3791,Road,0,0,0.5,0.5,0.5,0.5,0.999892,0.99883,Valid,#NAME?
06:45.9,3351,45.2995,3.349054,1.226739,185.6907,352.7097,354.7863,2.809847,0,0,0,3.346665,1.23367,185.7031,-0.27122,-0.040308,0.961673,-2.401045,0.379461,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.929498,0.409121,Valid,#NAME?
06:45.9,3352,45.325,3.349168,1.226719,185.6907,352.7405,354.8174,2.708402,0,0,0,3.346794,1.233645,185.7031,-0.263071,-0.048069,0.963578,-2.217192,0.216987,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.905506,0.523991,Valid,#NAME?
06:46.0,3353,45.3567,3.349298,1.226656,185.6907,352.789,354.8546,2.621371,0,0,0,3.34694,1.233574,185.7031,-0.240098,-0.063615,0.968662,-1.308705,0.000033,204.4861,Road,0,0,0.5,0.5,0.5,0.5,0.905506,0.600914,Valid,#NAME?
06:46.0,3354,45.376,3.349438,1.226705,185.6908,352.7457,354.8844,2.595626,0,0,0,3.347089,1.233632,185.7032,-0.176441,-0.111231,0.978006,1.390282,0.000031,196.5497,Road,0,0,0.5,0.5,0.5,0.5,0.905506,0.600914,Valid,#NAME?
06:46.0,3355,45.388,3.349483,1.226798,185.6908,352.6667,354.9075,2.571696,0,0,0,3.347143,1.233744,185.7032,-0.178593,-0.105277,0.978275,1.254256,0.000031,197.1674,Road,0,0,0.5,0.5,0.5,0.5,0.905506,0.600914,Valid,#NAME?
06:46.0,3356,45.4126,3.349661,1.226905,185.6909,352.5733,354.9679,2.499125,0,0,0,3.347341,1.233872,185.7033,-0.164297,-0.11331,0.979881,1.558287,0.000031,196.3734,Road,0,0,0.5,0.5,0.5,0.5,0.951619,0.744585,Valid,#NAME?
06:46.1,3357,45.4371,3.349806,1.226915,185.691,352.5519,355.0365,2.424642,0,0,0,3.347507,1.233889,185.7034,-0.127813,-0.139852,0.981889,2.219859,0.000031,194.3662,Road,0,0,0.5,0.5,0.5,0.5,0.975229,0.869228,Valid,#NAME?
06:46.1,3358,45.4618,3.349946,1.226923,185.6909,352.5898,355.0947,2.361636,0,0,0,3.347666,1.23389,185.7033,-0.127603,-0.141796,0.981637,2.237306,0.000031,194.2452,Road,0,0,0.5,0.5,0.5,0.5,0.989854,0.946436,Valid,#NAME?
06:46.1,3359,45.4866,3.350072,1.226877,185.6909,352.6349,355.1494,2.263547,0,0,0,3.347813,1.233836,185.7033,-0.123387,-0.149689,0.981004,2.330798,0.000031,193.7892,Road,0,0,0.5,0.5,0.5,0.5,0.989854,0.946436,Valid,#NAME?
06:46.1,3360,45.5175,3.350156,1.226892,185.6909,352.6091,355.1742,2.177014,0,0,0,3.34791,1.233858,185.7033,-0.124035,-0.149922,0.980887,2.327125,0.000031,193.7758,Road,0,0,0.5,0.5,0.5,0.5,0.99734,0.985959,Valid,#NAME?
06:46.2,3361,45.5375,3.350136,1.227018,185.691,352.4875,355.1288,2.178067,0,0,0,3.347881,1.234011,185.7034,-0.12233,-0.149477,0.981169,2.338014,0.000031,193.8032,Road,0,0,0.5,0.5,0.5,0.5,0.998638,0.992811,Valid,#NAME?
06:46.2,3362,45.5501,3.350124,1.22713,185.691,352.4369,355.111,2.196499,0,0,0,3.347865,1.234134,185.7034,-0.121665,-0.148898,0.981339,2.339479,0.000031,193.837,Road,0,0,0.5,0.5,0.5,0.5,0.998638,0.992811,Valid,#NAME?
06:46.2,3363,45.5743,3.350178,1.227262,185.6911,352.377,355.073,2.180928,0,0,0,3.347912,1.234279,185.7035,-0.119033,-0.148226,0.981764,2.356744,0.000031,193.8784,Road,0,0,0.5,0.5,0.5,0.5,0.999442,0.997055,Valid,#NAME?
06:46.2,3364,45.599,3.350262,1.227179,185.6911,352.395,355.0936,2.106307,0,0,0,3.348007,1.234194,185.7034,-0.118028,-0.14876,0.981804,2.368806,0.000031,193.8488,Road,0,0,0.5,0.5,0.5,0.5,0.999643,0.998115,Valid,#NAME?
06:46.2,3365,45.6233,3.350362,1.227181,185.6911,352.4533,355.1165,2.05749,0,0,0,3.348116,1.234184,185.7035,-0.115938,-0.150485,0.981791,2.39729,0.000031,193.7553,Road,0,0,0.5,0.5,0.5,0.5,0.999854,0.999228,Valid,#NAME?
06:46.3,3366,45.6469,3.350456,1.227204,185.6911,352.4706,355.1313,1.982851,0,0,0,3.348221,1.234205,185.7035,-0.11514,-0.151829,0.981678,2.412283,0.000031,193.6833,Road,0,0,0.5,0.5,0.5,0.5,0.999883,0.999383,Valid,#NAME?
06:46.3,3367,45.6778,3.35056,1.227283,185.6912,352.4682,355.1557,1.936987,0,0,0,3.348333,1.234285,185.7036,-0.113252,-0.152742,0.981756,2.433185,0.000031,193.6368,Road,0,0,0.5,0.5,0.5,0.5,0.99994,0.999684,Valid,#NAME?
06:46.3,3368,45.6963,3.350687,1.227301,185.6913,352.4198,355.1952,1.882345,0,0,0,3.348475,1.234314,185.7037,-0.112098,-0.152979,0.981851,2.444029,0.000031,193.6256,Road,0,0,0.5,0.5,0.5,0.5,0.999969,0.999838,Valid,#NAME?
06:46.3,3369,45.7085,3.35078,1.227287,185.6914,352.4304,355.2591,1.862817,0,0,0,3.348582,1.234299,185.7038,-0.111097,-0.153152,0.981938,2.453241,0.000031,193.6173,Road,0,0,0.5,0.5,0.5,0.5,0.99998,0.999896,Valid,#NAME?
06:46.4,3370,45.7315,3.350958,1.227257,185.6914,352.4554,355.3453,1.84361,0,0,0,3.348782,1.234263,185.7038,-0.107093,-0.155336,0.98204,2.497868,0.000031,193.5067,Road,0,0,0.5,0.5,0.5,0.5,0.999988,0.999934,Valid,#NAME?
06:46.4,3371,45.7547,3.351251,1.22707,185.6914,352.534,355.493,1.855143,0,0,0,3.349105,1.234059,185.7039,-0.103681,-0.156863,0.982163,2.533456,0.000031,193.4305,Road,0,0,0.5,0.5,0.5,0.5,0.999992,0.999958,Valid,#NAME?
06:46.4,3372,45.7788,3.351545,1.226947,185.6914,352.6807,355.658,1.831955,0,0,0,3.349436,1.233904,185.7039,-0.099828,-0.160223,0.98202,2.580667,0.000031,193.2664,Road,0,0,0.5,0.5,0.5,0.5,0.999992,0.999958,Valid,#NAME?
06:46.4,3373,45.8029,3.351855,1.226826,185.6913,352.814,355.8481,1.812742,0,0,0,3.349788,1.233754,185.7038,-0.09527,-0.164809,0.981714,2.636613,0.000031,193.0527,Road,0,0,0.5,0.5,0.5,0.5,0.999997,0.999986,Valid,#NAME?
06:46.5,3374,45.8321,3.352133,1.226728,185.6913,352.8662,356.0291,1.781304,0,0,0,3.350107,1.233646,185.7038,-0.091817,-0.167279,0.981625,2.672996,0.000031,192.9429,Road,0,0,0.5,0.5,0.5,0.5,0.999999,0.999994,Valid,#NAME?
06:46.5,3375,45.8482,3.352535,1.226816,185.6913,352.9128,356.2306,1.852042,0,0,0,3.350547,1.233722,185.7038,-0.087661,-0.170616,0.98143,2.716686,0.00003,192.8003,Road,0,0,0.5,0.5,0.5,0.5,0.999999,0.999994,Valid,#NAME?
06:46.5,3376,45.8596,3.352774,1.226793,185.6912,352.9701,356.34,1.859612,0,0,0,3.350807,1.233686,185.7037,-0.086397,-0.173544,0.981029,2.736643,0.00003,192.6775,Road,0,0,0.5,0.5,0.5,0.5,0.999999,0.999994,Valid,#NAME?
06:46.5,3377,45.8716,3.352991,1.226664,185.6911,353.0173,356.4786,1.801179,0,0,0,3.351061,1.233547,185.7037,-0.085055,-0.178644,0.980231,2.763768,0.00003,192.472,Road,0,0,0.5,0.5,0.5,0.5,1,0.999998,Valid,#NAME?
06:46.5,3378,45.8931,3.353407,1.226423,185.6911,353.1495,356.8003,1.611958,0,0,0,3.351563,1.233282,185.7036,-0.080944,-0.18175,0.980008,2.802322,0.00003,192.3534,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:46.5,3379,45.9153,3.35389,1.226318,185.6911,353.253,357.1533,1.561778,0,0,0,3.352128,1.233155,185.7037,-0.075837,-0.187175,0.979395,2.852508,0.00003,192.156,Road,0,0,0.5,0.5,0.5,0.5,1,0.999999,Valid,#NAME?
06:46.6,3380,45.938,3.354404,1.226187,185.6914,353.3344,357.5406,1.524267,0,0,0,3.352731,1.233006,185.7039,-0.070487,-0.191086,0.979039,2.897913,0.00003,192.0212,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.6,3381,45.9641,3.355064,1.225939,185.6918,353.4538,358.106,1.341205,0,0,0,3.353531,1.232736,185.7044,-0.061936,-0.195921,0.978662,2.963841,0.00003,191.862,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.6,3382,45.994,3.355832,1.22551,185.6922,353.7021,358.7384,1.238218,0,0,0,3.354447,1.232254,185.7048,-0.049885,-0.203104,0.977886,3.051795,0.00003,191.6376,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.6,3383,46.0009,3.356144,1.225338,185.6923,353.8742,359.0409,1.208866,0,0,0,3.354829,1.232044,185.705,-0.044869,-0.206028,0.977517,3.086518,0.00003,191.5504,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.6,3384,46.013,3.35666,1.224997,185.6925,354.0539,359.4113,1.108985,0,0,0,3.355435,1.231665,185.7052,-0.049627,-0.208793,0.9767,3.062691,0.00003,191.4666,Road,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.7,3385,46.0362,3.357353,1.224362,185.6928,354.4166,0.160319,0.839277,0,0,0,3.35632,1.230954,185.7056,-0.115095,-0.025751,0.993021,0.994521,0.70253,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,1,1,Valid,#NAME?
06:46.7,3386,46.0593,3.358174,1.223675,185.6933,354.6966,0.924628,0.734834,0,0,0,3.357323,1.230206,185.7061,-0.119028,-0.07457,0.990087,1.393723,0.000032,202.0395,Road,0,0,0.5,0.5,0.5,0.5,1,0.8,Valid,#NAME?
06:46.7,3387,46.0845,3.359411,1.223104,185.6939,354.8585,1.743977,0.816029,0,0,0,3.358735,1.229598,185.7068,-0.077237,-0.160414,0.984024,2.766718,0.000031,193.2493,Road,0,0,0.5,0.5,0.5,0.5,0.906895,0.500436,Valid,#NAME?
06:46.7,3388,46.1102,3.361039,1.222785,185.6946,355.015,2.691114,0.905757,0,0,0,3.360569,1.229242,185.7075,-0.040923,-0.186398,0.981622,3.0907,0.00003,192.1808,Road,0,0,0.5,0.5,0.5,0.5,0.938826,0.553909,Valid,#NAME?
06:46.8,3389,46.1361,3.362916,1.221964,185.6951,355.4009,3.741077,0.751431,0,0,0,3.3627,1.228338,185.708,0.051296,-0.247615,0.9675,3.617156,0.00003,190.5073,Road,0,0,0.5,0.5,0.5,0.5,0.951061,0.571158,Valid,#NAME?
06:46.8,3390,46.1685,3.365203,1.221328,185.6956,355.7629,4.789893,0.862848,0,0,0,3.365215,1.227618,185.7086,0.062206,-0.223546,0.972706,3.706816,0.00003,191.0501,Road,0,0,0.5,0.5,0.5,0.5,0.884976,0.431155,Valid,#NAME?
06:46.8,3391,46.1889,3.367845,1.22103,185.6962,355.9495,5.811403,1.005928,0,0,0,3.368077,1.227275,185.7092,0.073327,-0.191574,0.978735,3.837816,0.00003,191.9791,Road,0,0,0.5,0.5,0.5,0.5,0.551236,0.176601,Valid,#NAME?
06:46.8,3392,46.2019,3.369282,1.220886,185.6966,356.0797,6.359947,1.088354,0,0,0,3.369634,1.2271,185.7096,0.061494,-0.149576,0.986836,3.874111,0.000031,193.8053,Road,0,0,0.5,0.5,0.5,0.5,0.551236,0.176601,Valid,#NAME?
06:46.9,3393,46.2409,3.373708,1.219831,185.6969,356.6326,8.101433,0.656584,0,0,0,3.374502,1.225928,185.7099,0.089627,-0.158731,0.983245,4.0667,0.000031,193.3036,Road,0,0,0.5,0.5,0.5,0.5,0.220492,0,Valid,#NAME?
06:46.9,3394,46.2673,3.376935,1.219272,185.6969,357.0933,9.314756,0.551122,0,0,0,3.378023,1.225266,185.71,0.109822,-0.166562,0.979896,4.185872,0.000031,192.9182,Road,0,0,0.5,0.5,0.5,0.5,0.41102,0.155555,Valid,#NAME?
06:46.9,3395,46.2918,3.379992,1.218694,185.6969,357.3729,10.38944,0.44373,0,0,0,3.381339,1.224626,185.71,0.127633,-0.171271,0.976922,4.29392,0.00003,192.695,Road,0,0,0.5,0.5,0.5,0.5,0.466957,0.23782,Valid,#NAME?
06:46.9,3396,46.3239,3.383277,1.218354,185.6969,357.578,11.4644,0.303651,0,0,0,3.384887,1.224241,185.71,0.147354,-0.17812,0.972913,4.397638,0.00003,192.3968,Road,0,0,0.5,0.5,0.5,0.5,0.614803,0.386629,Valid,#NAME?
06:47.0,3397,46.3448,3.386736,1.218232,185.6971,357.7677,12.49644,0.22965,0,0,0,3.388592,1.224077,185.7101,0.196984,-0.190998,0.961622,4.650996,0.00003,191.8729,Road,0,0,0.5,0.5,0.5,0.5,0.727921,0.683084,Valid,#NAME?
06:47.0,3398,46.3577,3.388502,1.218177,185.6971,357.8683,12.98079,0.24463,0,0,0,3.390469,1.223999,185.7102,0.205088,-0.192724,0.959581,4.692958,0.00003,191.8044,Road,0,0,0.5,0.5,0.5,0.5,0.782337,0.746467,Valid,#NAME?
06:47.0,3399,46.383,3.391783,1.217954,185.6972,357.9992,13.86413,0.131482,0,0,0,3.393965,1.223748,185.7102,0.231366,-0.203309,0.951386,4.786558,0.00003,191.4366,Road,0,0,0.5,0.5,0.5,0.5,0.860696,0.746467,Valid,#NAME?
06:47.0,3400,46.4083,3.395018,1.217772,185.6973,358.1345,14.6266,0.04348,0,0,0,3.397383,1.223536,185.7103,0.271997,-0.224091,0.935842,4.882452,0.00003,190.8199,Road,0,0,0.5,0.5,0.5,0.5,0.928676,0.870191,Valid,#NAME?
06:47.1,3401,46.4342,3.39828,1.217756,185.6976,358.1996,15.29263,359.9563,0,0,0,3.400806,1.223507,185.7105,0.290666,-0.230067,0.928753,4.946541,0.00003,190.6496,Road,0,0,0.5,0.5,0.5,0.5,0.954353,0.916923,Valid,#NAME?
06:47.1,3402,46.4639,3.40193,1.217628,185.6979,358.2124,15.94255,359.8143,0,0,0,3.404616,1.223378,185.7108,0.314405,-0.247921,0.916343,4.95602,0.00003,190.2324,Road,0,0,0.5,0.5,0.5,0.5,0.976629,0.957464,Valid,#NAME?
06:47.1,3403,46.4959,3.405065,1.217514,185.6982,358.2916,16.41631,359.611,0,0,0,3.407878,1.223249,185.7111,0.328859,-0.260614,0.907707,4.951411,0.00003,189.9715,Road,0,0,0.5,0.5,0.5,0.5,0.988034,0.978222,Valid,#NAME?
06:47.1,3404,46.5134,3.407938,1.217532,185.6987,358.2782,16.80567,359.3841,0,0,0,3.410859,1.223274,185.7115,0.34034,-0.27232,0.900006,4.939644,0.00003,189.7543,Road,0,0,0.5,0.5,0.5,0.5,0.995099,0.99108,Valid,#NAME?
06:47.1,3405,46.5267,3.409425,1.217543,185.6989,358.2656,16.98439,359.2634,0,0,0,3.412396,1.22329,185.7118,0.342558,-0.272246,0.899186,4.951583,0.00003,189.752,Road,0,0,0.5,0.5,0.5,0.5,0.995099,0.99108,Valid,#NAME?
06:47.2,3406,46.5512,3.412153,1.217714,185.6995,358.147,17.25474,359.0568,0,0,0,3.4152,1.223492,185.7124,0.347392,-0.275042,0.896477,4.960496,0.00003,189.7002,Road,0,0,0.5,0.5,0.5,0.5,0.997491,0.995433,Valid,#NAME?
06:47.2,3407,46.5751,3.414738,1.217741,185.7002,358.0789,17.4678,358.7787,0,0,0,3.417855,1.223538,185.713,0.349719,-0.279631,0.89415,4.948028,0.00003,189.6253,Road,0,0,0.5,0.5,0.5,0.5,0.998972,0.998129,Valid,#NAME?
06:47.2,3408,46.6002,3.417334,1.217706,185.7008,358.063,17.64001,358.4356,0,0,0,3.420521,1.223512,185.7136,0.350233,-0.285398,0.892124,4.921945,0.00003,189.538,Road,0,0,0.5,0.5,0.5,0.5,0.999474,0.999042,Valid,#NAME?
06:47.2,3409,46.6243,3.419795,1.217593,185.7013,358.0546,17.75914,358.1234,0,0,0,3.423036,1.223406,185.7141,0.344023,-0.289123,0.89334,4.878712,0.00003,189.4941,Road,0,0,0.5,0.5,0.5,0.5,0.999731,0.99951,Valid,#NAME?
06:47.3,3410,46.6551,3.422212,1.217682,185.7021,358.0223,17.85694,357.869,0,0,0,3.425496,1.223506,185.7148,0.337499,-0.291028,0.895208,4.844336,0.00003,189.4783,Road,0,0,0.5,0.5,0.5,0.5,0.99989,0.999799,Valid,#NAME?
06:47.3,3411,46.6728,3.424425,1.217759,185.7028,357.958,17.94306,357.5927,0,0,0,3.427752,1.223602,185.7155,0.33746,-0.290177,0.895499,4.850703,0.00003,189.4915,Road,0,0,0.5,0.5,0.5,0.5,0.999912,0.999799,Valid,#NAME?
06:47.3,3412,46.685,3.425561,1.217759,185.7031,357.951,17.96695,357.3957,0,0,0,3.428909,1.223605,185.7159,0.334677,-0.288763,0.896999,4.847035,0.00003,189.5167,Road,0,0,0.5,0.5,0.5,0.5,0.999912,0.999799,Valid,#NAME?
06:47.3,3413,46.7102,3.427526,1.217703,185.7039,357.848,17.97579,357.0464,0,0,0,3.430904,1.223577,185.7166,0.238359,-0.235913,0.942088,4.667134,0.00003,190.6026,Road,0,0,0.5,0.5,0.5,0.5,0.999912,0.999799,Valid,#NAME?
06:47.4,3414,46.7352,3.429342,1.217729,185.7047,357.7594,17.96252,356.6959,0,0,0,3.432746,1.223629,185.7175,-0.009553,-0.081848,0.996599,3.289936,0.000032,200.6162,Road,0,0,0.5,0.5,0.5,0.5,0.853683,0.409518,Valid,#NAME?
06:47.4,3415,46.7601,3.431186,1.217826,185.7057,357.5607,17.95184,356.4431,0,0,0,3.434604,1.223774,185.7184,-0.038387,-0.04992,0.998015,2.651323,0.20515,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.832206,0.327614,Valid,#NAME?
06:47.4,3416,46.8058,3.434118,1.217827,185.7078,357.3217,17.91072,355.9016,0,0,0,3.437567,1.223835,185.7204,0.144224,-0.053391,0.988104,6.049004,0.257101,203.6118,Arch,0,0,0.5,0.5,0.5,0.5,0.924992,0.772621,Valid,#NAME?
06:47.5,3417,46.8372,3.435741,1.217625,185.7088,357.6127,17.92721,355.4492,0,0,0,3.439244,1.223572,185.7215,0.211331,-0.087693,0.973473,6.084076,0.126087,197.9046,Arch,0,0,0.5,0.5,0.5,0.5,0.939993,0.772621,Valid,#NAME?
06:47.5,3418,46.8526,3.437084,1.217296,185.7098,357.9009,17.98745,355.2185,0,0,0,3.44063,1.223178,185.7225,0.220124,-0.100443,0.970287,6.11735,0.001786,197.5212,Arch,0,0,0.5,0.5,0.5,0.5,0.939993,0.772621,Valid,#NAME?
06:47.5,3419,46.868,3.438083,1.216904,185.7108,358.1336,18.05115,355.1985,0,0,0,3.441652,1.222733,185.7235,0.24799,-0.137795,0.958913,5.642152,0.000031,194.2322,Road,0,0,0.5,0.5,0.5,0.5,0.951995,0.818097,Valid,#NAME?
06:47.5,3420,46.8913,3.440132,1.216326,185.7125,358.2606,18.11666,355.2131,0,0,0,3.443719,1.222126,185.7252,0.258557,-0.177454,0.949557,5.224356,0.00003,192.2646,Road,0,0,0.5,0.5,0.5,0.5,0.980337,0.925492,Valid,#NAME?
06:47.5,3421,46.9144,3.442315,1.215374,185.7144,358.3381,18.21423,355.3133,0,0,0,3.445916,1.221156,185.7272,0.19776,-0.092594,0.975868,6.12697,-0.034151,198.9571,Arch,0,0,0.5,0.5,0.5,0.5,0.980337,0.940394,Valid,#NAME?
06:47.6,3422,46.939,3.444602,1.213426,185.7162,358.5572,18.32518,355.0953,0,0,0,3.448255,1.219159,185.7289,0.089896,0.054644,0.994451,5.288211,2.337592,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.627416,0.752315,Valid,#NAME?
06:47.6,3423,46.9616,3.447147,1.211307,185.7181,358.9875,18.40861,354.9655,0,0,0,3.450844,1.216941,185.7308,0.084775,0.0575,0.99474,5.185317,2.393374,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.401546,0.481482,Valid,#NAME?
06:47.6,3424,46.9898,3.450046,1.209167,185.7206,359.209,18.51604,355.0683,0,0,0,3.453763,1.214748,185.7334,0.086642,0.053327,0.994811,5.226082,2.305584,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.337733,0.197215,Valid,#NAME?
06:47.6,3425,47.0051,3.453372,1.207422,185.7237,359.189,18.59429,355.2195,0,0,0,3.457093,1.213007,185.7365,0.087898,0.053049,0.994716,5.255009,2.298093,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.473629,0.259689,Valid,#NAME?
06:47.6,3426,47.0168,3.455446,1.206532,185.7256,359.1363,18.62678,355.2546,0,0,0,3.459169,1.212129,185.7383,0.088424,0.053799,0.994629,5.267846,2.312562,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.553096,0.341223,Valid,#NAME?
06:47.7,3427,47.027,3.457537,1.2057,185.7275,359.1027,18.6601,355.2458,0,0,0,3.461267,1.211305,185.7403,0.088998,0.054404,0.994545,5.281661,2.324091,206.0829,Cube,0,0,0.5,0.5,0.5,0.5,0.616669,0.559802,Valid,#NAME?
06:47.7,3428,47.0479,3.461626,1.204164,185.7318,359.0352,18.69237,355.1497,0,0,0,3.46537,1.209785,185.7446,0.112724,0.038217,0.992891,5.600229,1.933569,204.5488,Arch,0,0,0.5,0.5,0.5,0.5,0.616669,0.559802,Valid,#NAME?
06:47.7,3429,47.069,3.466577,1.202531,185.7373,358.9282,18.67734,355.0292,0,0,0,3.470325,1.208179,185.75,0.15719,0.012382,0.987491,5.746414,1.387471,200.0487,Arch,0,0,0.5,0.5,0.5,0.5,0.616669,0.559802,Valid,#NAME?
06:47.7,3430,47.0905,3.471169,1.201006,185.7424,358.8698,18.62772,354.8695,0,0,0,3.474919,1.206669,185.7551,0.199168,-0.01067,0.979907,5.828565,1.080583,197.335,Arch,0,0,0.5,0.5,0.5,0.5,0.803734,0.718274,Valid,#NAME?
06:47.7,3431,47.1129,3.475888,1.199396,185.7478,359.0681,18.46255,354.7922,0,0,0,3.479614,1.205013,185.7605,0.235351,-0.023058,0.971637,5.857623,0.972033,195.5781,Arch,0,0,0.5,0.5,0.5,0.5,0.899512,0.855756,Valid,#NAME?
